ra,dec,brickname
43.025078369905955,-27.75,0430m277
43.02977232924694,-37.75,0430m377
43.030794165316046,-31.25,0430m312
43.04347826086956,-37.25,0430m372
43.04953560371517,-26.5,0430m265
43.05,-33.75,0430m337
43.056,-30.0,0430m300
43.06153846153846,-25.75,0430m257
43.068362480127185,-29.25,0430m292
43.072625698324025,-42.0,0430m420
43.08687615526802,-41.5,0430m415
43.088235294117645,-32.0,0430m320
43.092621664050235,-28.0,0430m280
43.09615384615385,-44.0,0430m440
43.09644670050761,-35.0,0430m350
43.10091743119266,-41.0,0431m410
43.10452418096724,-27.25,0431m272
43.109243697478995,-34.5,0431m345
43.11068702290076,-43.5,0431m435
43.11290322580645,-30.75,0431m307
43.114754098360656,-40.5,0431m405
43.125,-43.0,0431m430
43.12839059674503,-40.0,0431m400
43.13148788927336,-36.75,0431m367
43.134328358208954,-33.25,0431m332
43.13694267515923,-29.5,0431m295
43.1390977443609,-42.5,0431m425
43.141831238779176,-39.5,0431m395
43.144329896907216,-36.25,0431m362
43.146622734761124,-32.75,0431m327
43.14873417721519,-28.75,0431m287
43.155080213903744,-39.0,0431m390
43.15699658703072,-35.75,0431m357
43.16504854368932,-44.5,0431m445
43.16814159292036,-38.5,0431m385
43.170731707317074,-31.5,0431m315
43.171875,-27.5,0431m275
43.18101933216169,-38.0,0431m380
43.183229813664596,-26.75,0431m267
43.19371727748691,-37.5,0431m375
43.19397993311037,-34.0,0431m340
43.19422150882825,-30.25,0431m302
43.19444444444444,-26.0,0431m260
43.20552147239264,-25.25,0432m252
43.205980066445186,-33.5,0432m335
43.217115689381934,-29.0,0432m290
43.22834645669291,-28.25,0432m282
43.22950819672131,-32.25,0432m322
43.23364485981308,-42.25,0432m422
43.241042345276874,-31.75,0432m317
43.2427843803056,-35.25,0432m352
43.246753246753244,-41.75,0432m417
43.25038880248834,-27.0,0432m270
43.25242718446602,-31.0,0432m310
43.25463743676222,-34.75,0432m347
43.25966850828729,-41.25,0432m412
43.261205564142195,-26.25,0432m262
43.263665594855304,-30.5,0432m305
43.266331658291456,-34.25,0432m342
43.27188940092166,-25.5,0432m255
43.272394881170015,-40.75,0432m407
43.27476038338658,-29.75,0432m297
43.275862068965516,-43.75,0432m437
43.28125,-37.0,0432m370
43.28493647912886,-40.25,0432m402
43.28897338403042,-43.25,0432m432
43.289256198347104,-33.0,0432m330
43.293103448275865,-36.5,0432m365
43.29652996845426,-28.5,0432m285
43.2972972972973,-39.75,0432m397
43.30049261083744,-32.5,0433m325
43.301886792452834,-42.75,0433m427
43.304794520547944,-36.0,0433m360
43.307210031347964,-27.75,0433m277
43.30948121645796,-39.25,0433m392
43.316326530612244,-35.5,0433m355
43.321492007104794,-38.75,0433m387
43.322528363047,-31.25,0433m312
43.328173374613,-26.5,0433m265
43.333333333333336,-38.25,0433m382
43.333333333333336,-44.75,0433m447
43.33846153846154,-25.75,0433m257
43.344,-30.0,0433m300
43.345008756567424,-37.75,0433m377
43.34622823984526,-44.25,0433m442
43.35,-33.75,0433m337
43.35453100158983,-29.25,0433m292
43.356521739130436,-37.25,0433m372
43.37519623233909,-28.0,0433m280
43.38235294117647,-32.0,0433m320
43.385335413416534,-27.25,0433m272
43.401015228426395,-35.0,0434m350
43.403225806451616,-30.75,0434m307
43.40782122905028,-42.0,0434m420
43.411764705882355,-34.5,0434m345
43.41959334565619,-41.5,0434m415
43.42356687898089,-29.5,0434m295
43.43119266055046,-41.0,0434m410
43.43283582089552,-33.25,0434m332
43.43354430379747,-28.75,0434m287
43.44230769230769,-44.0,0434m440
43.442622950819676,-40.5,0434m405
43.44290657439446,-36.75,0434m367
43.44316309719934,-32.75,0434m327
43.453125,-27.5,0434m275
43.45360824742268,-36.25,0434m362
43.45388788426763,-40.0,0434m400
43.454198473282446,-43.5,0434m435
43.462732919254655,-26.75,0434m267
43.46341463414634,-31.5,0434m315
43.4641638225256,-35.75,0434m357
43.464991023339316,-39.5,0434m395
43.46590909090909,-43.0,0434m430
43.47222222222222,-26.0,0434m260
43.475935828877006,-39.0,0434m390
43.47744360902256,-42.5,0434m425
43.48159509202454,-25.25,0434m252
43.48314606741573,-30.25,0434m302
43.48672566371681,-38.5,0434m385
43.49498327759197,-34.0,0434m340
43.49736379613357,-38.0,0434m380
43.502377179080824,-29.0,0435m290
43.50498338870432,-33.5,0435m335
43.50785340314136,-37.5,0435m375
43.511811023622045,-28.25,0435m282
43.51456310679612,-44.5,0435m445
43.52459016393443,-32.25,0435m322
43.530326594090205,-27.0,0435m270
43.534201954397396,-31.75,0435m317
43.53941267387945,-26.25,0435m262
43.54368932038835,-31.0,0435m310
43.54838709677419,-25.5,0435m255
43.54838709677419,-35.25,0435m352
43.553054662379424,-30.5,0435m305
43.55817875210793,-34.75,0435m347
43.56230031948882,-29.75,0435m297
43.5678391959799,-34.25,0435m342
43.570093457943926,-42.25,0435m422
43.58044164037855,-28.5,0435m285
43.580705009276436,-41.75,0435m417
43.586776859504134,-33.0,0435m330
43.58934169278997,-27.75,0435m277
43.591160220994475,-41.25,0435m412
43.59375,-37.0,0435m370
43.59605911330049,-32.5,0435m325
43.60146252285192,-40.75,0436m407
43.60344827586207,-36.5,0436m365
43.60681114551084,-26.5,0436m265
43.61161524500908,-40.25,0436m402
43.613013698630134,-36.0,0436m360
43.61426256077796,-31.25,0436m312
43.61538461538461,-25.75,0436m257
43.62068965517241,-43.75,0436m437
43.62162162162162,-39.75,0436m397
43.62244897959184,-35.5,0436m355
43.631178707224336,-43.25,0436m432
43.631484794275494,-39.25,0436m392
43.632,-30.0,0436m300
43.64069952305246,-29.25,0436m292
43.64120781527531,-38.75,0436m387
43.64150943396226,-42.75,0436m427
43.65,-33.75,0436m337
43.65079365079365,-38.25,0436m382
43.657770800627944,-28.0,0436m280
43.660245183887916,-37.75,0436m377
43.66614664586584,-27.25,0436m272
43.6695652173913,-37.25,0436m372
43.6764705882353,-32.0,0436m320
43.68421052631579,-44.75,0436m447
43.693548387096776,-30.75,0436m307
43.69439071566731,-44.25,0436m442
43.70558375634518,-35.0,0437m350
43.710191082802545,-29.5,0437m295
43.714285714285715,-34.5,0437m345
43.71835443037975,-28.75,0437m287
43.73134328358209,-33.25,0437m332
43.734375,-27.5,0437m275
43.73970345963756,-32.75,0437m327
43.74223602484472,-26.75,0437m267
43.74301675977654,-42.0,0437m420
43.75,-26.0,0437m260
43.75231053604436,-41.5,0437m415
43.75432525951557,-36.75,0437m367
43.75609756097561,-31.5,0437m315
43.75766871165644,-25.25,0437m252
43.76146788990825,-41.0,0437m410
43.76288659793814,-36.25,0437m362
43.77049180327869,-40.5,0437m405
43.77133105802048,-35.75,0437m357
43.77207062600321,-30.25,0437m302
43.77938517179024,-40.0,0437m400
43.787638668779714,-29.0,0437m290
43.78815080789946,-39.5,0437m395
43.78846153846154,-44.0,0437m440
43.79527559055118,-28.25,0437m282
43.79598662207358,-34.0,0437m340
43.79679144385027,-39.0,0437m390
43.79770992366412,-43.5,0437m435
43.80398671096346,-33.5,0438m335
43.80530973451327,-38.5,0438m385
43.80681818181818,-43.0,0438m430
43.810264385692065,-27.0,0438m270
43.81370826010545,-38.0,0438m380
43.81578947368421,-42.5,0438m425
43.81761978361669,-26.25,0438m262
43.81967213114754,-32.25,0438m322
43.82198952879581,-37.5,0438m375
43.824884792626726,-25.5,0438m255
43.82736156351792,-31.75,0438m317
43.83495145631068,-31.0,0438m310
43.842443729903536,-30.5,0438m305
43.849840255591054,-29.75,0438m297
43.853989813242784,-35.25,0438m352
43.861720067453625,-34.75,0438m347
43.86407766990291,-44.5,0438m445
43.86435331230284,-28.5,0438m285
43.869346733668344,-34.25,0438m342
43.87147335423197,-27.75,0438m277
43.88429752066116,-33.0,0438m330
43.88544891640867,-26.5,0438m265
43.891625615763544,-32.5,0438m325
43.89230769230769,-25.75,0438m257
43.90599675850891,-31.25,0439m312
43.90625,-37.0,0439m370
43.90654205607477,-42.25,0439m422
43.91379310344828,-36.5,0439m365
43.91465677179963,-41.75,0439m417
43.92,-30.0,0439m300
43.92123287671233,-36.0,0439m360
43.92265193370166,-41.25,0439m412
43.9268680445151,-29.25,0439m292
43.92857142857143,-35.5,0439m355
43.93053016453382,-40.75,0439m407
43.938294010889294,-40.25,0439m402
43.940345368916795,-28.0,0439m280
43.945945945945944,-39.75,0439m397
43.94695787831513,-27.25,0439m272
43.95,-33.75,0439m337
43.95348837209303,-39.25,0439m392
43.96092362344583,-38.75,0439m387
43.96551724137931,-43.75,0439m437
43.96825396825397,-38.25,0439m382
43.970588235294116,-32.0,0439m320
43.97338403041825,-43.25,0439m432
43.97548161120841,-37.75,0439m377
43.9811320754717,-42.75,0439m427
43.982608695652175,-37.25,0439m372
43.983870967741936,-30.75,0439m307
43.996815286624205,-29.5,0439m295
44.00316455696203,-28.75,0440m287
44.01015228426396,-35.0,0440m350
44.015625,-27.5,0440m275
44.016806722689076,-34.5,0440m345
44.02173913043478,-26.75,0440m267
44.02777777777778,-26.0,0440m260
44.02985074626866,-33.25,0440m332
44.033742331288344,-25.25,0440m252
44.03508771929825,-44.75,0440m447
44.03624382207578,-32.75,0440m327
44.04255319148936,-44.25,0440m442
44.048780487804876,-31.5,0440m315
44.06099518459069,-30.25,0440m302
44.06574394463668,-36.75,0440m367
44.07216494845361,-36.25,0440m362
44.0729001584786,-29.0,0440m290
44.07821229050279,-42.0,0440m420
44.07849829351536,-35.75,0440m357
44.07874015748032,-28.25,0440m282
44.085027726432536,-41.5,0440m415
44.09020217729393,-27.0,0440m270
44.091743119266056,-41.0,0440m410
44.095826893353944,-26.25,0440m262
44.096989966555185,-34.0,0440m340
44.09836065573771,-40.5,0440m405
44.10138248847926,-25.5,0441m255
44.10299003322259,-33.5,0441m335
44.10488245931284,-40.0,0441m400
44.1113105924596,-39.5,0441m395
44.114754098360656,-32.25,0441m322
44.11764705882353,-39.0,0441m390
44.12052117263843,-31.75,0441m317
44.123893805309734,-38.5,0441m385
44.12621359223301,-31.0,0441m310
44.13005272407733,-38.0,0441m380
44.131832797427656,-30.5,0441m305
44.13461538461539,-44.0,0441m440
44.13612565445026,-37.5,0441m375
44.13738019169329,-29.75,0441m297
44.1412213740458,-43.5,0441m435
44.14772727272727,-43.0,0441m430
44.14826498422713,-28.5,0441m285
44.15360501567398,-27.75,0441m277
44.15413533834587,-42.5,0441m425
44.159592529711375,-35.25,0441m352
44.1640866873065,-26.5,0441m265
44.16526138279932,-34.75,0441m347
44.16923076923077,-25.75,0441m257
44.17085427135678,-34.25,0441m342
44.18181818181818,-33.0,0441m330
44.1871921182266,-32.5,0441m325
44.19773095623987,-31.25,0441m312
44.208,-30.0,0442m300
44.213036565977745,-29.25,0442m292
44.213592233009706,-44.5,0442m445
44.21875,-37.0,0442m370
44.22291993720565,-28.0,0442m280
44.224137931034484,-36.5,0442m365
44.22776911076443,-27.25,0442m272
44.22945205479452,-36.0,0442m360
44.234693877551024,-35.5,0442m355
44.242990654205606,-42.25,0442m422
44.24860853432282,-41.75,0442m417
44.25,-33.75,0442m337
44.25414364640884,-41.25,0442m412
44.25959780621572,-40.75,0442m407
44.26470588235294,-32.0,0442m320
44.26497277676951,-40.25,0442m402
44.270270270270274,-39.75,0442m397
44.274193548387096,-30.75,0442m307
44.27549194991055,-39.25,0442m392
44.28063943161634,-38.75,0442m387
44.28343949044586,-29.5,0442m295
44.285714285714285,-38.25,0442m382
44.287974683544306,-28.75,0442m287
44.290718038528894,-37.75,0442m377
44.29565217391304,-37.25,0442m372
44.296875,-27.5,0442m275
44.30124223602485,-26.75,0443m267
44.30555555555556,-26.0,0443m260
44.309815950920246,-25.25,0443m252
44.310344827586206,-43.75,0443m437
44.31472081218274,-35.0,0443m350
44.31558935361217,-43.25,0443m432
44.319327731092436,-34.5,0443m345
44.320754716981135,-42.75,0443m427
44.32835820895522,-33.25,0443m332
44.332784184514004,-32.75,0443m327
44.34146341463415,-31.5,0443m315
44.34991974317817,-30.25,0443m302
44.35816164817749,-29.0,0443m290
44.36220472440945,-28.25,0443m282
44.3701399688958,-27.0,0443m270
44.37403400309119,-26.25,0443m262
44.377162629757784,-36.75,0443m367
44.3778801843318,-25.5,0443m255
44.381443298969074,-36.25,0443m362
44.38566552901024,-35.75,0443m357
44.3859649122807,-44.75,0443m447
44.39071566731141,-44.25,0443m442
44.39799331103679,-34.0,0443m340
44.40199335548173,-33.5,0444m335
44.40983606557377,-32.25,0444m322
44.41340782122905,-42.0,0444m420
44.413680781758956,-31.75,0444m317
44.41747572815534,-31.0,0444m310
44.4177449168207,-41.5,0444m415
44.42122186495177,-30.5,0444m305
44.42201834862385,-41.0,0444m410
44.424920127795524,-29.75,0444m297
44.42622950819672,-40.5,0444m405
44.43037974683544,-40.0,0444m400
44.43217665615142,-28.5,0444m285
44.43447037701975,-39.5,0444m395
44.43573667711599,-27.75,0444m277
44.43850267379679,-39.0,0444m390
44.442477876106196,-38.5,0444m385
44.44272445820433,-26.5,0444m265
44.44615384615385,-25.75,0444m257
44.44639718804921,-38.0,0444m380
44.45026178010471,-37.5,0444m375
44.46519524617997,-35.25,0444m352
44.468802698145026,-34.75,0444m347
44.472361809045225,-34.25,0444m342
44.47933884297521,-33.0,0444m330
44.48076923076923,-44.0,0444m440
44.48275862068966,-32.5,0444m325
44.48473282442748,-43.5,0444m435
44.48863636363637,-43.0,0444m430
44.489465153970826,-31.25,0444m312
44.49248120300752,-42.5,0444m425
44.496,-30.0,0444m300
44.49920508744038,-29.25,0444m292
44.505494505494504,-28.0,0445m280
44.50858034321373,-27.25,0445m272
44.53125,-37.0,0445m370
44.53448275862069,-36.5,0445m365
44.53767123287671,-36.0,0445m360
44.54081632653061,-35.5,0445m355
44.55,-33.75,0445m337
44.55882352941177,-32.0,0445m320
44.56310679611651,-44.5,0445m445
44.564516129032256,-30.75,0445m307
44.57006369426752,-29.5,0445m295
44.572784810126585,-28.75,0445m287
44.578125,-27.5,0445m275
44.57943925233645,-42.25,0445m422
44.58074534161491,-26.75,0445m267
44.58256029684601,-41.75,0445m417
44.583333333333336,-26.0,0445m260
44.58563535911602,-41.25,0445m412
44.58588957055215,-25.25,0445m252
44.588665447897625,-40.75,0445m407
44.59165154264973,-40.25,0445m402
44.5945945945946,-39.75,0445m397
44.597495527728086,-39.25,0445m392
44.60035523978686,-38.75,0446m387
44.6031746031746,-38.25,0446m382
44.605954465849386,-37.75,0446m377
44.608695652173914,-37.25,0446m372
44.619289340101524,-35.0,0446m350
44.621848739495796,-34.5,0446m345
44.62686567164179,-33.25,0446m332
44.629324546952226,-32.75,0446m327
44.63414634146341,-31.5,0446m315
44.63884430176565,-30.25,0446m302
44.64342313787639,-29.0,0446m290
44.645669291338585,-28.25,0446m282
44.650077760497666,-27.0,0446m270
44.65224111282844,-26.25,0446m262
44.654377880184335,-25.5,0446m255
44.6551724137931,-43.75,0446m437
44.657794676806084,-43.25,0446m432
44.660377358490564,-42.75,0446m427
44.688581314878896,-36.75,0446m367
44.69072164948454,-36.25,0446m362
44.69283276450512,-35.75,0446m357
44.69899665551839,-34.0,0446m340
44.70099667774086,-33.5,0447m335
44.704918032786885,-32.25,0447m322
44.70684039087948,-31.75,0447m317
44.70873786407767,-31.0,0447m310
44.71061093247589,-30.5,0447m305
44.712460063897765,-29.75,0447m297
44.71608832807571,-28.5,0447m285
44.71786833855799,-27.75,0447m277
44.72136222910217,-26.5,0447m265
44.723076923076924,-25.75,0447m257
44.73684210526316,-44.75,0447m447
44.73887814313346,-44.25,0447m442
44.74860335195531,-42.0,0447m420
44.750462107208875,-41.5,0447m415
44.75229357798165,-41.0,0447m410
44.75409836065574,-40.5,0447m405
44.75587703435805,-40.0,0447m400
44.75763016157989,-39.5,0447m395
44.75935828877005,-39.0,0447m390
44.76106194690266,-38.5,0447m385
44.76274165202109,-38.0,0447m380
44.76439790575916,-37.5,0447m375
44.77079796264856,-35.25,0447m352
44.772344013490724,-34.75,0447m347
44.77386934673367,-34.25,0447m342
44.77685950413223,-33.0,0447m330
44.77832512315271,-32.5,0447m325
44.78119935170178,-31.25,0447m312
44.784,-30.0,0447m300
44.78537360890302,-29.25,0447m292
44.78806907378336,-28.0,0447m280
44.789391575663025,-27.25,0447m272
44.82692307692308,-44.0,0448m440
44.82824427480916,-43.5,0448m435
44.82954545454545,-43.0,0448m430
44.830827067669176,-42.5,0448m425
44.84375,-37.0,0448m370
44.8448275862069,-36.5,0448m365
44.8458904109589,-36.0,0448m360
44.8469387755102,-35.5,0448m355
44.85,-33.75,0448m337
44.85294117647059,-32.0,0448m320
44.854838709677416,-30.75,0448m307
44.85668789808917,-29.5,0448m295
44.857594936708864,-28.75,0448m287
44.859375,-27.5,0448m275
44.86024844720497,-26.75,0448m267
44.861111111111114,-26.0,0448m260
44.86196319018405,-25.25,0448m252
44.9126213592233,-44.5,0449m445
44.91588785046729,-42.25,0449m422
44.916512059369204,-41.75,0449m417
44.9171270718232,-41.25,0449m412
44.91773308957953,-40.75,0449m407
44.918330308529946,-40.25,0449m402
44.91891891891892,-39.75,0449m397
44.91949910554562,-39.25,0449m392
44.92007104795737,-38.75,0449m387
44.92063492063492,-38.25,0449m382
44.92119089316988,-37.75,0449m377
44.92173913043478,-37.25,0449m372
44.923857868020306,-35.0,0449m350
44.924369747899156,-34.5,0449m345
44.92537313432836,-33.25,0449m332
44.92586490939045,-32.75,0449m327
44.926829268292686,-31.5,0449m315
44.92776886035313,-30.25,0449m302
44.92868462757528,-29.0,0449m290
44.92913385826772,-28.25,0449m282
44.93001555209953,-27.0,0449m270
44.93044822256569,-26.25,0449m262
44.93087557603687,-25.5,0449m255
45.0,-25.75,0450m257
45.0,-26.5,0450m265
45.0,-27.75,0450m277
45.0,-28.5,0450m285
45.0,-29.75,0450m297
45.0,-30.5,0450m305
45.0,-31.0,0450m310
45.0,-31.75,0450m317
45.0,-32.25,0450m322
45.0,-33.5,0450m335
45.0,-34.0,0450m340
45.0,-35.75,0450m357
45.0,-36.25,0450m362
45.0,-36.75,0450m367
45.0,-42.75,0450m427
45.0,-43.25,0450m432
45.0,-43.75,0450m437
45.07020280811233,-27.25,0450m272
45.07064364207221,-28.0,0450m280
45.07154213036566,-29.25,0450m292
45.072,-30.0,0450m300
45.07293354943274,-31.25,0450m312
45.073891625615765,-32.5,0450m325
45.074380165289256,-33.0,0450m330
45.07537688442211,-34.25,0450m342
45.07588532883643,-34.75,0450m347
45.07640067911715,-35.25,0450m352
45.07853403141361,-37.5,0450m375
45.07908611599297,-38.0,0450m380
45.07964601769911,-38.5,0450m385
45.080213903743314,-39.0,0450m390
45.08078994614004,-39.5,0450m395
45.08137432188065,-40.0,0450m400
45.08196721311475,-40.5,0450m405
45.08256880733945,-41.0,0450m410
45.08317929759704,-41.5,0450m415
45.08379888268156,-42.0,0450m420
45.08704061895551,-44.25,0450m442
45.08771929824562,-44.75,0450m447
45.13803680981595,-25.25,0451m252
45.138888888888886,-26.0,0451m260
45.13975155279503,-26.75,0451m267
45.140625,-27.5,0451m275
45.142405063291136,-28.75,0451m287
45.14331210191083,-29.5,0451m295
45.145161290322584,-30.75,0451m307
45.14705882352941,-32.0,0451m320
45.15,-33.75,0451m337
45.1530612244898,-35.5,0451m355
45.1541095890411,-36.0,0451m360
45.1551724137931,-36.5,0451m365
45.15625,-37.0,0451m370
45.169172932330824,-42.5,0451m425
45.17045454545455,-43.0,0451m430
45.17175572519084,-43.5,0451m435
45.17307692307692,-44.0,0451m440
45.2073732718894,-25.5,0452m255
45.20865533230294,-26.25,0452m262
45.2099533437014,-27.0,0452m270
45.21259842519685,-28.25,0452m282
45.21394611727417,-29.0,0452m290
45.21669341894061,-30.25,0452m302
45.21951219512195,-31.5,0452m315
45.22240527182866,-32.75,0452m327
45.223880597014926,-33.25,0452m332
45.226890756302524,-34.5,0452m345
45.22842639593909,-35.0,0452m350
45.23478260869565,-37.25,0452m372
45.23642732049037,-37.75,0452m377
45.23809523809524,-38.25,0452m382
45.239786856127886,-38.75,0452m387
45.24150268336315,-39.25,0452m392
45.24324324324324,-39.75,0452m397
45.24500907441016,-40.25,0452m402
45.24680073126142,-40.75,0452m407
45.248618784530386,-41.25,0452m412
45.250463821892396,-41.75,0452m417
45.25233644859813,-42.25,0452m422
45.262135922330096,-44.5,0452m445
45.276923076923076,-25.75,0452m257
45.27863777089783,-26.5,0452m265
45.28213166144201,-27.75,0452m277
45.28391167192429,-28.5,0452m285
45.287539936102235,-29.75,0452m297
45.28938906752411,-30.5,0452m305
45.29126213592233,-31.0,0452m310
45.29315960912052,-31.75,0452m317
45.295081967213115,-32.25,0452m322
45.29900332225914,-33.5,0452m335
45.30100334448161,-34.0,0453m340
45.30716723549488,-35.75,0453m357
45.30927835051546,-36.25,0453m362
45.311418685121104,-36.75,0453m367
45.339622641509436,-42.75,0453m427
45.342205323193916,-43.25,0453m432
45.3448275862069,-43.75,0453m437
45.35101404056162,-27.25,0453m272
45.35321821036107,-28.0,0453m280
45.3577106518283,-29.25,0453m292
45.36,-30.0,0453m300
45.36466774716369,-31.25,0453m312
45.36945812807882,-32.5,0453m325
45.37190082644628,-33.0,0453m330
45.37688442211055,-34.25,0453m342
45.379426644182125,-34.75,0453m347
45.38200339558574,-35.25,0453m352
45.39267015706806,-37.5,0453m375
45.39543057996485,-38.0,0453m380
45.39823008849557,-38.5,0453m385
45.401069518716575,-39.0,0454m390
45.40394973070018,-39.5,0454m395
45.406871609403254,-40.0,0454m400
45.40983606557377,-40.5,0454m405
45.41284403669725,-41.0,0454m410
45.41411042944785,-25.25,0454m252
45.415896487985215,-41.5,0454m415
45.416666666666664,-26.0,0454m260
45.41899441340782,-42.0,0454m420
45.41925465838509,-26.75,0454m267
45.421875,-27.5,0454m275
45.427215189873415,-28.75,0454m287
45.42993630573248,-29.5,0454m295
45.43520309477756,-44.25,0454m442
45.435483870967744,-30.75,0454m307
45.43859649122807,-44.75,0454m447
45.44117647058823,-32.0,0454m320
45.45,-33.75,0454m337
45.45918367346939,-35.5,0454m355
45.46232876712329,-36.0,0454m360
45.46551724137931,-36.5,0454m365
45.46875,-37.0,0454m370
45.483870967741936,-25.5,0454m255
45.486862442040184,-26.25,0454m262
45.48989113530327,-27.0,0454m270
45.496062992125985,-28.25,0454m282
45.49920760697306,-29.0,0454m290
45.50561797752809,-30.25,0455m302
45.50751879699248,-42.5,0455m425
45.51136363636363,-43.0,0455m430
45.51219512195122,-31.5,0455m315
45.51526717557252,-43.5,0455m435
45.518945634266885,-32.75,0455m327
45.51923076923077,-44.0,0455m440
45.52238805970149,-33.25,0455m332
45.529411764705884,-34.5,0455m345
45.53299492385787,-35.0,0455m350
45.54782608695652,-37.25,0455m372
45.551663747810856,-37.75,0455m377
45.55384615384615,-25.75,0455m257
45.55555555555556,-38.25,0455m382
45.55727554179567,-26.5,0455m265
45.5595026642984,-38.75,0455m387
45.56350626118068,-39.25,0455m392
45.56426332288401,-27.75,0455m277
45.567567567567565,-39.75,0455m397
45.56782334384858,-28.5,0455m285
45.57168784029038,-40.25,0455m402
45.575079872204476,-29.75,0455m297
45.575868372943326,-40.75,0455m407
45.57877813504823,-30.5,0455m305
45.58011049723757,-41.25,0455m412
45.58252427184466,-31.0,0455m310
45.58441558441559,-41.75,0455m417
45.586319218241044,-31.75,0455m317
45.58878504672897,-42.25,0455m422
45.59016393442623,-32.25,0455m322
45.59800664451827,-33.5,0455m335
45.60200668896321,-34.0,0456m340
45.61165048543689,-44.5,0456m445
45.61433447098976,-35.75,0456m357
45.618556701030926,-36.25,0456m362
45.622837370242216,-36.75,0456m367
45.63182527301092,-27.25,0456m272
45.63579277864992,-28.0,0456m280
45.64387917329094,-29.25,0456m292
45.648,-30.0,0456m300
45.656401944894654,-31.25,0456m312
45.66502463054187,-32.5,0456m325
45.66942148760331,-33.0,0456m330
45.678391959798994,-34.25,0456m342
45.679245283018865,-42.75,0456m427
45.68296795952782,-34.75,0456m347
45.68441064638783,-43.25,0456m432
45.68760611205433,-35.25,0456m352
45.689655172413794,-43.75,0456m437
45.690184049079754,-25.25,0456m252
45.69444444444444,-26.0,0456m260
45.69875776397515,-26.75,0456m267
45.703125,-27.5,0457m275
45.70680628272251,-37.5,0457m375
45.71177504393673,-38.0,0457m380
45.712025316455694,-28.75,0457m287
45.71656050955414,-29.5,0457m295
45.716814159292035,-38.5,0457m385
45.72192513368984,-39.0,0457m390
45.725806451612904,-30.75,0457m307
45.727109515260324,-39.5,0457m395
45.732368896925855,-40.0,0457m400
45.73529411764706,-32.0,0457m320
45.73770491803279,-40.5,0457m405
45.74311926605505,-41.0,0457m410
45.74861367837338,-41.5,0457m415
45.75,-33.75,0457m337
45.754189944134076,-42.0,0457m420
45.76036866359447,-25.5,0457m255
45.76506955177744,-26.25,0457m262
45.765306122448976,-35.5,0457m355
45.769828926905134,-27.0,0457m270
45.77054794520548,-36.0,0457m360
45.775862068965516,-36.5,0457m365
45.77952755905512,-28.25,0457m282
45.78125,-37.0,0457m370
45.783365570599614,-44.25,0457m442
45.78446909667195,-29.0,0457m290
45.78947368421053,-44.75,0457m447
45.79454253611557,-30.25,0457m302
45.80487804878049,-31.5,0458m315
45.81548599670511,-32.75,0458m327
45.82089552238806,-33.25,0458m332
45.83076923076923,-25.75,0458m257
45.831932773109244,-34.5,0458m345
45.8359133126935,-26.5,0458m265
45.83756345177665,-35.0,0458m350
45.84586466165413,-42.5,0458m425
45.84639498432602,-27.75,0458m277
45.85173501577287,-28.5,0458m285
45.85227272727273,-43.0,0458m430
45.8587786259542,-43.5,0458m435
45.86086956521739,-37.25,0458m372
45.86261980830671,-29.75,0458m297
45.86538461538461,-44.0,0458m440
45.86690017513135,-37.75,0458m377
45.868167202572344,-30.5,0458m305
45.87301587301587,-38.25,0458m382
45.87378640776699,-31.0,0458m310
45.879218472468914,-38.75,0458m387
45.87947882736157,-31.75,0458m317
45.885245901639344,-32.25,0458m322
45.88550983899821,-39.25,0458m392
45.891891891891895,-39.75,0458m397
45.89700996677741,-33.5,0458m335
45.8983666061706,-40.25,0458m402
45.903010033444815,-34.0,0459m340
45.90493601462523,-40.75,0459m407
45.91160220994475,-41.25,0459m412
45.91263650546022,-27.25,0459m272
45.91836734693877,-28.0,0459m280
45.91836734693877,-41.75,0459m417
45.92150170648464,-35.75,0459m357
45.925233644859816,-42.25,0459m422
45.92783505154639,-36.25,0459m362
45.930047694753576,-29.25,0459m292
45.93425605536332,-36.75,0459m367
45.936,-30.0,0459m300
45.94813614262561,-31.25,0459m312
45.960591133004925,-32.5,0459m325
45.96116504854369,-44.5,0459m445
45.966257668711656,-25.25,0459m252
45.96694214876033,-33.0,0459m330
45.97222222222222,-26.0,0459m260
45.97826086956522,-26.75,0459m267
45.97989949748744,-34.25,0459m342
45.984375,-27.5,0459m275
45.98650927487353,-34.75,0459m347
45.99320882852292,-35.25,0459m352
45.99683544303797,-28.75,0459m287
46.003184713375795,-29.5,0460m295
46.016129032258064,-30.75,0460m307
46.0188679245283,-42.75,0460m427
46.02094240837696,-37.5,0460m375
46.02661596958175,-43.25,0460m432
46.02811950790861,-38.0,0460m380
46.029411764705884,-32.0,0460m320
46.03448275862069,-43.75,0460m437
46.0353982300885,-38.5,0460m385
46.036866359447004,-25.5,0460m255
46.0427807486631,-39.0,0460m390
46.04327666151468,-26.25,0460m262
46.049766718507,-27.0,0460m270
46.05,-33.75,0460m337
46.050269299820464,-39.5,0460m395
46.057866184448464,-40.0,0460m400
46.06299212598425,-28.25,0460m282
46.0655737704918,-40.5,0460m405
46.06973058637084,-29.0,0460m290
46.07142857142857,-35.5,0460m355
46.07339449541284,-41.0,0460m410
46.07876712328767,-36.0,0460m360
46.081330868761555,-41.5,0460m415
46.08346709470305,-30.25,0460m302
